brand,model,screen_size,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_numeric
dell,latitude 5000,15.6,Celeron,4.0,chrome os,anti-glare screen,uhd graphics 610,intel hd graphics 610,2,,129.0,2000.0
lenovo,thinkpad x1 nano gen1 ultrabook,14.0,i5,16.0,windows 10,backlit keyboard,integrated,,,2.8,1379.99,512.0
lenovo,ideapad,14.0,i7,16.0,windows 11 pro,backlit kb,integrated,,,3.9,999.0,512.0
lenovo,thinkpad p14s gen 2,14.0,Cortex,16.0,windows 11 pro,anti-glare screen,radeon graphics,,,,743.92,256.0
dell,latitude,15.6,i3,8.0,windows 11 pro,anti-glare screen,uhd graphics,intel uhd graphics,,,739.41,256.0
dell,latitude 7440 laptop,14.0,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,,1264.99,1000.0
dell,dell xps,13.3,i5,8.0,windows 10 home,,integrated,intel uhd graphics 620,,3.8,999.0,128.0
lenovo,thinkpad l14 gen 3,14.0,i5,8.0,windows 11,anti-glare screen,uhd graphics,intel uhd graphics,,,1188.25,256.0
dell,latitude rugged 5430 laptop,14.0,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,,1399.99,512.0
dell,precision 3000,14.0,i7,16.0,windows 10 pro,information not available,t550,nvidia t550,,,1817.07,512.0
hp,elitebook 840 g5 commercial notebook pc,14.0,i7,16.0,windows 10 pro,fingerprint,integrated,,,4.0,1699.0,512.0
dell,latitude 5000,15.6,i7,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,,1659.96,512.0
dell,latitude 5000,13.3,i5,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,,1376.99,256.0
hp,elitebook 655 g9,15.6,Ryzen 7,16.0,windows 10 pro,anti-glare screen,radeon graphics,amd radeon graphics,,,1147.99,512.0
lg,16z90p-k.aab7u1,16.0,i7,16.0,windows 11 home,alexa,integrated,,,4.1,999.0,256.0
dell,y68f1,14.0,i5,16.0,windows 10 pro,speakers,integrated,intel uhd graphics 620,,2.0,1899.0,256.0
dell,precision 3000,14.0,i7,32.0,windows 11,anti-glare screen,rtx a500,nvidia rtx a500,,,2070.75,512.0
hp,7h1w6ut#aba,15.6,Celeron,4.0,hp thinpro,,,,2.4,,376.21,512.0
lenovo,tp x140e a4/1.5 11.6 4gb 500gb w7p-w8p64,11.6,amd a series,4.0,windows 7 professional,,dedicated,amd radeon hd 8330,,3.6,298.95,500.0
hp,sbuy eb850g7,15.6,a-series dual-core a4-3300m,8.0,Windows 10 Pro,,integrated,,,,1858.99,512.0
msi,gs76 stealth 11ue-623,17.3,i7,16.0,microsoft windows 10 professional (64bit),"killer wifi 6e ax1675 (2x2 ), steel series per-key rgb with anti-ghost key (84 key)",dedicated,,,5.0,1989.33,512.0
asus,vivobook 15 f512da,15.6,Ryzen 3,8.0,windows 10 home,"fingerprint sensor,nanoedge bezel",integrated,,,4.3,419.99,128.0
hp,elitebook 865 g9,16.0,Ryzen 7,16.0,windows 11 pro,anti-glare screen,radeon 680m graphics,amd radeon 680m graphics,,,2152.78,512.0
dell,precision 7000,17.3,i7,32.0,windows 10 pro,anti-glare screen,rtx a3000,,,,1245.49,512.0
dell,latitude 5320 laptop,13.3,i5,8.0,windows 10 pro,wifi & bluetooth,integrated,,,5.0,740.98,256.0
acer,e5-575,15.6,i3,4.0,windows 10,,integrated,intel hd graphics 620,,3.9,449.99,1000.0
asus,x555qa-cba12a,15.6,a-series,8.0,windows 10,,dedicated,amd radeon r7,2.7,4.0,399.99,128.0
dell,xps 9720 laptop,17.0,i7,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3060,,2.6,1589.0,1000.0
lenovo,thinkbook 15 g4 iap,15.6,i7,8.0,windows 11,anti-glare screen,iris xe graphics,,,,1002.26,512.0
dell,latitude e6540,15.6,i7,16.0,windows 10 pro 64 bit-multi-language support english/french/spanish.,,integrated,integrated graphics,,,310.98,512.0
dell,latitude 7330 laptop,13.3,i7,16.0,windows 10 home,,integrated,intel integrated graphics,,,1099.99,512.0
acer,sf714-51t-m9h0,14.0,i7,8.0,windows 10 home,,integrated,intel hd graphics 615,,3.9,1518.88,256.0
hp,hp envy,15.6,i7,16.0,windows 11 home,,integrated,intel iris xe graphics,,4.6,849.49,512.0
lenovo,yoga 6,13.3,Ryzen 5,8.0,windows 11 home,"fingerprint reader, hd audio, backlit keyboard, memory card slot",integrated,,,,649.49,256.0
dell,alienware m15 r4,15.6,i7,16.0,windows 10 home,,nvidia rtx3070,nvidia geforce rtx 3070,,4.4,1598.0,1024.0
dell,dell latitude,13.3,i7,16.0,windows 10 pro,backlit keyboard,integrated,,,4.2,1239.77,512.0
acer,sfx16-52g-73u6,16.0,i7,16.0,windows 11 home,,dedicated,,4.7,4.8,1249.0,512.0
asus,zenbook pro duo,14.0,i7,16.0,windows 10 pro,nanoedge bezel,dedicated,nvidia geforce mx250,,4.5,2499.0,128.0
alienware,17 r5,17.3,i7,32.0,windows 10 home,,dedicated,nvidia geforce gtx 1070 oc with 8gb gddr5,2.2,5.0,1594.95,512.0
dell,latitude rugged 5430 laptop,14.0,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,5.0,1659.67,2000.0
acer,acer chromebook 715,15.6,i3,4.0,chrome os,,integrated,intel uhd graphics 620,,4.3,429.99,128.0
hp,hp pavilion gaming 17 laptop,17.3,i7,16.0,windows 10 home,anti-glare,dedicated,,,4.6,2299.0,256.0
lenovo,lenovo thinkpad,14.0,68000,5.0,windows 10,,dedicated,,,5.0,1149.0,256.0
samsung,samsung galaxy book pro,15.6,i7,16.0,windows 10 home,,integrated,intel iris xe graphics,,4.6,1299.0,512.0
dell,alienware m18 laptop,18.0,i7,32.0,windows 11 pro,,integrated,nvidia geforce rtx 4060,,,2629.98,1000.0
dell,mgndk,15.6,i7,16.0,windows 10 pro,,integrated,,2.7,,2399.0,256.0
dell,g15 5521,15.6,i9,32.0,windows 11 pro,backlit keyboard,dedicated,,,,2000.98,1024.0
dell,latitude 3410,14.0,i5,8.0,windows 10 pro,anti glare coating,integrated,,,3.7,600.49,256.0
dell,xps 9320 laptop,13.4,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1895.92,1000.0
toughbook,cf-53 mk4,14.0,i5,16.0,windows 10 pro,fingerprint,integrated,,,,737.99,1024.0
dell,e6520,15.6,i7,8.0,windows 7 professional,,integrated,intel hd graphics 3000,2.7,3.4,222.88,1024.0
hp,zbook firefly 14 g9,14.0,i5,16.0,windows 11 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,,1237.1,256.0
dell,dell inspiron,15.6,8032,16.0,windows 10,,dedicated,nvidia geforce gtx 1060,,3.3,1288.88,1000.0
dell,g15 5520 laptop,15.6,i7,16.0,windows 11 home,,dedicated,nvidia geforce rtx 3060,,,1271.26,1000.0
dell,latitude,15.6,i5,16.0,windows 11 pro,backlit kb,integrated,,,,1673.48,512.0
asus,asus vivobook s 15,15.6,Ryzen 7,8.0,windows 11 home,fingerprint reader,amd radeon,,,5.0,848.88,512.0
msi,vector gp66 12uhso-673,15.6,i9,32.0,windows 11 home,anti-glare,dedicated,,,4.2,2591.48,1024.0
lenovo,c470-14,14.0,i5,8.0,windows 10 home,"anti-glare,backlit keyboard",integrated,,,4.4,739.99,256.0
dell,latitude 7210,12.3,i7,16.0,windows 10 pro,anti-glare,integrated,intel uhd graphics 620,,,999.0,256.0
hp,zbook firefly 14 g8,14.0,i5,16.0,windows 11 pro,"anti-glare screen, miracast technology",iris xe graphics,,,,778.0,256.0
dell,dell latitude,14.0,i5,4.0,windows 8,,integrated,nvidia geforce gt 720m,1.7,,180.0,500.0
lenovo,thinkpad t14 gen 3,14.0,i5,16.0,windows 11,anti-glare screen,iris xe graphics,,,,1467.99,512.0
dell,latitude 3000,15.6,i5,8.0,windows 11 pro,anti-glare screen,iris xe graphics,,,,784.09,256.0
dell,dell precision 7760 laptop,17.0,i7,32.0,windows 10 pro,,dedicated,nvidia rtx a4000 8gb gddr6,,,1999.95,1024.0
hp,659k2ut#aba,14.0,Pentium,8.0,chrome os,,integrated,intel hd graphics 400,3.3,,730.11,8.0
lenovo,thinkpad l13 yoga gen 3,13.3,i7,16.0,windows 11,information not available,iris xe graphics,intel iris xe graphics,,,1419.99,256.0
dell,dell inspiron 14 5000 5406,14.0,i5,8.0,windows 10,"backlit keyboard,fingerprint",integrated,,,5.0,699.0,256.0
dell,precision 3000,14.0,i7,32.0,windows 11 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,,1668.53,512.0
hp,2q6v9ut#aba,14.0,amd r series,4.0,windows 10,microphone,,,,,572.84,8.0
acer,an515-55-56ap,15.6,i5,32.0,windows 10 home,,dedicated,nvidia geforce rtx 3050,,,859.0,512.0
dell,precision 3000,15.6,i5,16.0,windows 10 pro,anti-glare screen,t550,,,,1100.72,256.0
dell,dell latitude,13.3,i7,16.0,windows 10 pro,,integrated,,,,1154.33,256.0
dell,latitude 9420 laptop,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,692.99,256.0
dell,alienware m18 laptop,18.0,i7,16.0,windows 11 home,,dedicated,nvidia geforce rtx 4050,,,2298.34,1000.0
lenovo,lenovo,14.0,i5,8.0,windows 8 pro,fingerprint reader,integrated,intel hd graphics 4400,,4.4,379.0,500.0
dell,vostro 7620 laptop,16.0,i7,16.0,windows 11 pro,,dedicated,nvidia geforce rtx 3050,,,1161.11,512.0
dell,xps 15 9520,15.6,i7,16.0,windows 11 pro,"fingerprint reader, hd audio, backlit keyboard, anti glare coating, memory card slot",dedicated,,,,2370.07,1024.0
asus,asus zenbook,13.3,i7,8.0,windows 10 pro,,integrated,intel hd,,3.8,1143.73,256.0
lenovo,thinkpad e14 gen 4,14.0,Ryzen 5,8.0,windows 11,anti-glare screen,radeon graphics,amd radeon graphics,,,781.99,256.0
lenovo,p15,15.6,i7,16.0,windows 10 pro,"anti-glare,fingerprint",integrated,,,3.4,1539.77,1024.0
dell,inspiron 7000,16.0,i5,16.0,windows 10 pro,"fingerprint reader, hd audio, backlit keyboard, support stylus, memory card slot",integrated,,,,1099.99,512.0
lenovo,yoga 3 80jh0025us,14.0,i5,8.0,windows 8.1,,"integrated, dedicated",intel hd graphics 5500,,3.0,699.0,256.0
dell,dell latitude,14.0,i7,16.0,windows 7,,integrated,intel hd graphics,1.7,,1195.94,256.0
dell,latitude 5430 laptop,14.0,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,,1096.99,1000.0
hp,329m8ut#aba,14.0,amd r series,16.0,windows 10,,integrated,amd radeon,1.2,5.0,179.55,8.0
lenovo,thinkpad x1 carbon gen 10,14.0,i7,16.0,windows 11,anti-glare screen,iris xe graphics,intel iris xe graphics,,,2242.99,512.0
lpt,dell inspiron,15.6,Ryzen 7,32.0,windows 10 home,"anti-glare,backlit keyboard",integrated,,,5.0,1799.0,1024.0
dell,latitude,14.0,i5,16.0,windows 11 pro,anti-glare screen,integrated,,,,1026.13,256.0
asus,proart studiobook 17,17.0,i7,32.0,windows 10 pro,nanoedge bezel,rtx 2060,,,4.5,2799.0,512.0
dell,latitude 7320 detachable 2-in-1,13.0,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,750.74,256.0
dell,xps 9305 laptop,13.3,i5,8.0,windows 11 home,wifi & bluetooth,integrated,,,4.0,798.94,512.0
dell,precision 7000,15.6,i7,32.0,windows 10 pro,anti-glare screen,t1200,,,3.9,1769.77,512.0
acer,tmp414-51-506u,14.0,i5,8.0,windows 10 pro,fingerprint reader,integrated,,,2.1,699.8,512.0
dell,latitude 3000,15.6,i3,8.0,windows 11 pro,,uhd graphics,intel uhd graphics,,5.0,727.53,256.0
hp,hp spectre,13.3,i7,16.0,windows 11 home,pen,integrated,,5,4.4,2399.0,320.0
microsoft,dag-00114,13.5,i5,8.0,windows 10 home,,integrated,intel uhd graphics 620,1.6,4.5,199.99,512.0
dell,3540,15.6,i7,32.0,windows 10 pro,,"integrated, dedicated",intel hd graphics 400,1.8,,1449.81,1024.0
dell,dell latitude,14.0,i7,16.0,windows 10 pro,,integrated,intel,1.8,,1734.85,256.0
dell,dell latitude,13.3,i7,16.0,windows 10 pro,,integrated,,,,972.45,256.0
dell,inspiron,15.6,Ryzen 5,16.0,windows 10 home,"backlit keyboard,fingerprint reader",integrated,,,3.9,1199.0,1024.0
lenovo,thinkpad t14 gen 3,14.0,i7,16.0,windows 11,anti-glare screen,iris xe graphics,intel iris xe graphics,,,1455.66,512.0
dell,latitude,14.0,i7,16.0,windows 11 pro,anti-glare screen,integrated,,,1.0,1065.99,256.0
lenovo,lenovo thinkpad,14.0,i5,8.0,windows 10 pro,spill resistant,integrated,,,5.0,895.3,256.0
lenovo,t460,14.0,i7,8.0,windows 10,speakers,integrated,intel hd graphics 520,,4.0,449.0,512.0
msi,gs66 stealth,15.6,i7,32.0,windows 10 pro,,dedicated,nvidia geforce rtx 3080,2.3,,3599.0,1024.0
lenovo,"ideapad 1 14ada05 82gw009wus 14"" notebook",14.0,athlon,4.0,windows 11 home,,dedicated,amd athlon silver,1.4,,244.0,128.0
lenovo,lenovo thinkpad,14.0,i5,8.0,windows 10 pro,fingerprint reader,integrated,intel hd graphics 620,,3.1,284.97,256.0
dell,xps 15 9520,15.6,i7,32.0,windows 10 pro,"fingerprint reader, hd audio, backlit keyboard, anti glare coating, memory card slot",dedicated,,,,2579.36,1024.0
hp,hp elitebook,14.0,i5,4.0,windows 10 pro,,integrated,intel,,4.4,109.0,320.0
lenovo,81we00epus,15.6,i5,8.0,windows 10,"dolby,full hd anti-glare",integrated,,,4.7,545.0,256.0
asus,vivobook s15,15.6,i7,16.0,windows 10 home,nanoedge bezel,dedicated,,,3.7,933.45,1024.0
hp,spectre 14t x360,13.5,i7,16.0,windows 11 pro,"fingerprint,pen",integrated,,,4.9,2399.0,1024.0
lenovo,thinkpad l14 gen 3,14.0,i7,16.0,windows 11 pro,anti-glare screen,uhd graphics,intel uhd graphics,,,811.39,256.0
acer,cb5-132t,11.6,Celeron,4.0,chrome os,,integrated,intel hd graphics,,4.5,229.0,32.0
dell,alienware,17.3,i7,16.0,windows 10 home,,integrated,nvidia geforce rtx 2080 8gb gddr6,4.5,3.7,1499.95,1000.0
dell,latitude 5310 laptop,13.3,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,4.0,897.52,1000.0
dell,latitude 7330 laptop,13.3,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,,911.02,1000.0
dell,t1cft,15.0,i7,16.0,windows 10 pro (english/french/spanish),,integrated,intel uhd graphics,1.1,4.0,2799.0,512.0
lenovo,lenovo ideapad,15.6,i5,8.0,windows 10 home,dolby,integrated,intel uhd graphics,,4.7,559.41,256.0
dell,dell xps,15.6,i7,16.0,windows 10 home,anti glare,"integrated, dedicated",,,3.9,1036.82,512.0
dell,latitude 5430 laptop,14.0,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,,931.99,512.0
dell,xps9500,15.6,i7,32.0,windows 10,"backlit keyboard,fingerprint reader",dedicated,,,3.7,1779.95,1024.0
microsoft,"surface laptop 12""",12.45,i5,4.0,windows 10 s,,integrated,intel uhd graphics,3.6,4.2,269.99,512.0
msi,modern 14 b11mou-1024,14.0,i5,8.0,win 11 multi-home,thin bezel,integrated,,,5.0,589.99,512.0
dell,precision,15.6,i7,16.0,windows 10 pro,,dedicated,quadro p1000,2.6,3.5,1239.81,512.0
dell,inspiron,15.6,i5,32.0,windows 11 home,,integrated,intel iris xe graphics,,,740.6,1024.0
hp,zbook firefly 16 g9,16.0,i7,16.0,windows 11 pro,anti-glare screen,"t500,hd graphics, dedicated",nvidia geforce gtx 1050,,,2098.99,512.0
dell,e7440,14.0,i7,8.0,windows 7,anti-glare,integrated,intel hd graphics,,3.9,188.0,256.0
dell,inspiron,17.0,i7,16.0,windows 11,backlit kb,dedicated,,,3.1,1299.0,512.0
lenovo,lenovo thinkpad,14.0,i5,16.0,windows 10 pro,trackpoint,integrated,intel iris xe graphics,,2.9,1279.99,512.0
lenovo,lenovo thinkpad,14.0,i5,8.0,windows 10,hd audio,integrated,,,3.9,138.0,320.0
dell,alienware x14 laptop,14.0,i7,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3060,,,2110.35,512.0
lenovo,thinkpad w540,15.6,i7,8.0,windows 7 professional,backlit keyboard,dedicated,,,3.4,599.95,256.0
lenovo,lenovo ideapad,15.6,Celeron,6.0,windows 10 home,,integrated,,2.7,4.1,528.18,1000.0
dell,dell latitude 9420,14.0,i7,16.0,windows 10 pro,,integrated,intel iris xe graphics,,5.0,779.62,256.0
hp,elitebook 820g2,12.5,i5,8.0,windows 10 pro 64 bit multi-language support english/french/spanish,,integrated,integrated graphics,,,212.98,128.0
dell,dell latitude,13.3,i7,16.0,windows 10 pro,anti glare,integrated,intel hd graphics 400,,,1389.77,1000.0
acer,cb514-1wt-33mw,14.0,i3,8.0,chrome os,backlit keyboard,integrated,,,5.0,719.0,128.0
lenovo,thinkpad x1 carbon gen 9,14.0,i5,16.0,windows 11 pro,anti-glare screen,iris xe graphics,,,5.0,1869.0,256.0
dell,latitude rugged 5424 laptop,14.0,i7,32.0,windows 10 pro,wifi & bluetooth,amd radeon rx 540,,,,1749.95,512.0
dell,xps 9730 laptop,17.0,i7,32.0,windows 11 pro,,dedicated,nvidia geforce rtx 4050,,,2498.99,1000.0
hp,hpi-1y5y4ut#aba,15.6,i7,32.0,windows 10 pro,,integrated,,1.8,5.0,2799.0,512.0
dell,xps 15 7590,15.6,i7,4.0,windows 10,,dedicated,amd radeon r5,4.5,3.4,1999.0,1024.0
dell,latitude 7430,14.0,i7,16.0,windows 11 pro,pen,integrated,intel iris xe graphics,,,1450.77,256.0
hp,369k6ut#aba,13.3,i5,16.0,windows 10 pro,,integrated,,2.4,1.0,1482.13,512.0
msi,summit e14flip a12mt-016,14.0,i7,16.0,windows 10,pen,integrated,,,3.8,1334.95,1024.0
dell,g7 7500 laptop,15.6,i7,32.0,windows 10 home,wifi & bluetooth,nvidia geforce rtx 2070,,,,1789.81,1000.0
msi,crosshair1712295,17.3,i7,16.0,windows 11 home,backlight keyboard,integrated,nvidia geforce rtx 3070,,,1877.99,512.0
dell,latitude 7330 laptop,13.3,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,5.0,994.79,512.0
dell,xps 9320 laptop,13.4,i7,16.0,windows 11 home,,integrated,intel integrated graphics,,,1807.78,512.0
dell,precision 5560 laptop,15.6,i5,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,792.78,512.0
hp,probook 445 g9,14.0,Ryzen 7,16.0,windows 10 pro,anti-glare screen,radeon graphics,amd radeon graphics,,,971.99,256.0
lenovo,thinkpad x13 yoga gen 3,13.3,i5,16.0,windows 11,information not available,iris xe graphics,intel iris xe graphics,,,1601.99,256.0
lenovo,81f5018eus,15.6,i3,4.0,windows 10,hd audio,integrated,,,4.4,247.49,128.0
dell,dell 5000,14.0,i7,32.0,windows 11 pro,"fingerprint reader, hd audio, backlit keyboard, anti glare coating, memory card slot",dedicated,,,,1569.99,1024.0
dell,latitude 5520,15.6,i5,16.0,windows 10 pro,anti-glare,integrated,integrated intel graphics,,,878.37,256.0
dell,latitude 5440,14.0,i7,32.0,windows 11 pro,,integrated,,5,,997.74,512.0
dell,xps 15 7590,15.6,i7,4.0,windows 10,,dedicated,nvidia,,4.1,1999.0,256.0
dell,precision 5770 laptop,17.0,i7,32.0,windows 11 pro,,integrated,nvidia rtx a2000,,,2930.46,512.0
dell,g15 5525 laptop,15.6,Ryzen 7,16.0,windows 11 home,,dedicated,nvidia geforce rtx 3050 ti,,1.0,1159.0,512.0
dell,latitude 5500,15.6,i7,16.0,windows 10 pro,,integrated,intel uhd 620 graphics,,5.0,1597.77,256.0
msi,we75001,17.3,i7,32.0,windows 10 pro,thin bezel,dedicated,nvidia quadro t2000,,,1699.99,512.0
hp,intel core i7,15.6,i7,8.0,windows 11,"backlit keyboard,fingerprint reader",integrated,,,4.3,902.98,512.0
dell,latitude 3320 laptop,13.3,i5,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,694.19,256.0
lenovo,thinkpad l15 gen 3,15.6,i5,8.0,windows 11,anti-glare screen,uhd graphics,intel uhd graphics,,5.0,1090.57,256.0
dell,gghwy,14.0,i5,16.0,windows 10 pro,speakers,integrated,intel uhd graphics 620,,,1899.0,512.0
dell,latitude 7320 detachable 2-in-1,13.0,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,5.0,1031.79,512.0
lenovo,1300-000-180,15.6,Cortex,16.0,windows 10 pro,,"integrated, dedicated",intel hd graphics 520,,3.3,719.99,256.0
dell,dell latitude,14.0,i5,8.0,windows 7,,integrated,intel hd graphics 4400 integrated,1.9,4.0,529.95,128.0
dell,xv1p3,14.0,i7,16.0,windows 10 pro,,integrated,,1.8,4.0,1472.99,512.0
dell,xps 9305 laptop,13.3,i5,8.0,windows 10 pro,wifi & bluetooth,integrated,,,,951.99,256.0
msi,katana gf66 11ue-031,15.6,i7,16.0,windows 10,,dedicated,nvidia geforce rtx 3060,4.6,5.0,1289.89,512.0
hp,pro x360 fortis g10,11.6,i5,8.0,windows 10 pro,information not available,iris x graphics,intel iris xe graphics,,,993.99,256.0
lenovo,thinkpad p14s gen 3,14.0,i7,16.0,windows 11 pro,anti-glare screen,t550,,,,1455.77,512.0
dell,precision 7670 laptop,16.0,i7,32.0,windows 11 pro,,dedicated,nvidia rtx a1000,,,1438.99,512.0
msi,pulse gl66 12uek-070,15.6,i7,16.0,windows 11 home,backlit keyboard,rtx 3060,,,3.4,1113.87,512.0
dell,xps 9315 laptop,13.4,i5,8.0,windows 11 home,,integrated,intel integrated graphics,,,1069.81,512.0
lenovo,lenovo ideapad,15.6,amd a series,8.0,windows 10,,dedicated,amd radeon r7,,3.9,599.99,128.0
lenovo,thinkbook 14s yoga g2 iap,14.0,i5,16.0,windows 11,information not available,iris xe graphics,intel iris xe graphics,,,1149.18,256.0
dell,latitude 5420 laptop,14.0,i5,8.0,windows 10 pro,wifi & bluetooth,integrated,,,,765.75,256.0
asus,vivobook s15,15.6,i5,8.0,windows 11,"fingerprint reader, hd audio, backlit keyboard, memory card slot, anti glare coating",,intel iris xe graphics,,5.0,718.46,512.0
dell,alienware x17 r1 laptop,17.3,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 3070,,,,2402.99,1000.0
latitude,latitude e6410,14.0,i3,8.0,windows 7 professional,,integrated,,2.4,3.4,111.05,128.0
msi,creator 15 a11uh-631,15.6,i7,16.0,windows 10,thin bezel,dedicated,,,,1399.0,1024.0
samsung,samsung chromebook,11.6,Celeron,2.0,chrome os,spill resistant,integrated,,,4.2,149.95,16.0
dell,latitude 7000,15.6,i7,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,,1942.83,512.0
dell,dell 5000,16.0,Ryzen 5,16.0,windows 10 pro,"fingerprint reader, hd audio, backlit keyboard, anti glare coating, memory card slot",integrated,,,3.0,708.99,512.0
msi,prestige 15 a10sc-010,15.6,i7,32.0,windows 10 pro,thin bezel,dedicated,nvidia geforce gtx 1650,3.4,3.8,2399.0,512.0
dell,inspiron 3511,15.6,i5,16.0,windows 10 pro,,integrated,intel uhd graphics,1,,620.64,1024.0
dell,latitude 7320 laptop,13.3,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,934.67,512.0
msi,prestige 14evo a12m-011,14.0,i7,16.0,windows 10 pro,,integrated,intel iris xe graphics,,,1099.0,512.0
dell,latitude,14.0,i5,32.0,windows 11 pro,backlit keyboard,integrated,,,5.0,1590.99,512.0
dell,dell latitude 5320,14.0,i7,16.0,windows 10 pro,,integrated,intel iris xe graphics,,,822.06,256.0
dell,dell latitude,13.3,8032,8.0,windows 10 pro,,integrated,intel celeron,,,1299.0,256.0
asus,asus vivobook,14.0,Celeron,4.0,windows 10 home,stylus,integrated,,,3.5,325.0,64.0
acer,aspire,13.3,i3,8.0,windows 8,,integrated,intel hd graphics 3000,,3.5,299.88,320.0
dell,vostro 15 5000 5510,15.6,i7,16.0,windows 10 pro,"anti-glare,backlit kb,fingerprint reader",integrated,intel iris xe graphics,,4.4,1499.0,512.0
lg,17z90q-k.aas6u1,17.0,i5,16.0,windows 11 home,,dedicated,intel iris xe graphics,,4.0,1396.99,512.0
dell,5420,14.0,i5,32.0,windows 10 pro,,integrated,intel,,,885.12,512.0
hp,16-f0013dx,15.6,i7,16.0,windows 10 home,,integrated intel iris xe plus gpu,intel iris xe graphics,,3.9,2399.0,512.0
dell,latitude rugged 5420 laptop,14.0,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,2399.99,512.0
lenovo,lenovo ideapad,15.6,i5,8.0,windows 10,,integrated,intel 620u,,3.0,599.0,256.0
